Name,latitude,longitude,website_url,Address,map_url,phone,County ,place_id,zipcode
Windward Place Apartments,34.0902715,-84.23777,http://www.windwardplaceapartments.com/,"3080 Market Pl, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=18259199008143175731,(770) 751-0202,Fulton,ChIJn_u0sGWe9YgRM_CJq8G0Zf0,30005
Belmont At Park Bridge,34.0629946,-84.2440586,http://www.belmont-apts.com/,"150 Rockberry Ln, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=10593417940114997962,(770) 664-6502,Fulton,ChIJ624uq0ye9YgRygLOfX1hA5M,30005
Webb Bridge Crossing,34.0751264,-84.2785334,http://www.webbbridgecrossingapts.com/,"5000 Webb Bridge Ct, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=17421535591913996838,(855) 814-7534,Fulton,ChIJqy3ke4V19YgRJsLbTVG6xfE,30005
Camden Deerfield Apartments,34.104254,-84.266008,https://www.camdenliving.com/alpharetta-ga-apartments/camden-deerfield,"13200 Summit Blvd, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=14409886711121908347,(770) 754-0700,Fulton,ChIJj63rRwGe9YgRexIL7p0z-sc,30005
Deerfield Village Apartments,34.0981576,-84.256204,http://www.liveatdeerfieldvillage.com/,"13085 Morris Rd, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=944232124876603405,(770) 569-8600,Fulton,ChIJ5Ro5bQ6e9YgRDUDIZB2WGg0,30005
Northpark Estates,34.1027306,-84.2646901,http://www.northparkwmp.com/,"13201 Deerfield Pkwy, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=8733059418357540005,(770) 752-6300,Fulton,ChIJT6MrBwSe9YgRpaSUcUUPMnk,30005
The Ascent at Windward,34.095567,-84.232877,http://www.ascentwindward.com/,"18000 Masters Way, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=6453420673974031805,(770) 752-4733,Fulton,ChIJv3TJgmSe9YgRvVViSuknj1k,30005
Cypress Point Apartment Homes,34.0726575,-84.2558241,http://www.apartmentalpharettaga.com/,"3500 North Point Pkwy, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=16927996100672263975,(770) 783-3462,Fulton,ChIJ02Ft5jCe9YgRJ5fE48NS7Oo,30005
Walton Bluegrass & The Legacy at Walton Bluegrass,34.107714,-84.216957,http://www.waltoncommunities.com/alpharetta-apartments/walton-bluegrass,"1625 Oak Farm Dr, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=9274287196680042246,(770) 740-2669,Fulton,ChIJAexdECac9YgRBjcRbxHjtIA,30005
Village of Devinshire Condos,34.0999838,-84.2648042,,"3301 Deerfield Pkwy, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=8450079257576443800,(770) 475-7633,Fulton,ChIJiQhCrwSe9YgRmI-9d1C2RHU,30005
Collingwood Apartments,34.0493098,-84.2617914,http://www.collingwoodram.com/,"3400 Kimball Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=10013682892610003529,(770) 667-3211,Fulton,ChIJl9FLeNuf9YgRSeJsO4m_94o,30005
The Venue Big Creek Apartments,34.1106361,-84.2274357,https://www.thevenuebigcreek.com/,"50 Venue Way, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=5981264444557823839,(678) 339-0100,Fulton,ChIJERvQNiuc9YgRXw-LfVK4AVM,30005
Haven at Avalon,34.0715653,-84.2787301,http://www.havenatavalon.com/,"1213 Avalon Blvd, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=5197666142143441289,(770) 285-8585,Fulton,ChIJC6O7koR19YgRiemIX9HRIUg,30005
Parc Alpharetta Apartments,34.05056,-84.302784,http://www.parcalpharetta.com/,"1000 Fanfare Way, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=17323011522619505780,(866) 452-6020,Fulton,ChIJ8c2PDBp19YgRdPy71TKzZ_A,30009
AMLI at Northwinds,34.0633594,-84.285294,http://www.amli.com/apartments/atlanta/North-Atlanta/Alpharetta/northwinds,"32000 Gardner Dr, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=17128731646805197785,(888) 479-2936,Fulton,ChIJzWCCU5519YgR2cPQTK56te0,30009
Webb Bridge Crossing,34.0751264,-84.2785334,http://www.webbbridgecrossingapts.com/,"5000 Webb Bridge Ct, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=17421535591913996838,(855) 814-7534,Fulton,ChIJqy3ke4V19YgRJsLbTVG6xfE,30009
Wood Creek at Roswell,34.0255056,-84.3269209,http://www.gscapts.com/apartments/roswell_ga/zip_30076/gsc/4525/,"600 Old Holcomb Bridge Rd, Roswell, GA 30076, USA",https://maps.google.com/?cid=3760781450929768595,(888) 913-5956,Fulton,ChIJq-enVcp09YgRkwiM3M36MDQ,30009
AMLI North Point,34.036344,-84.309469,http://www.amli.com/apartments/atlanta/North-Atlanta/Alpharetta/north-point,"9000 Beaver Creek Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=11110628184283085991,(678) 971-2316,Fulton,ChIJu8rplSZ19YgRp_yii3fhMJo,30009
The Lex- Alpharetta,34.078576,-84.315252,http://www.thelexapts.com/,"1000 Lexington Farm Dr, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=7465757205304656094,(678) 554-4578,Fulton,ChIJuS4zmk109YgR3kB_eZ-ym2c,30009
Aspen Pointe Apartments,34.0305227,-84.3204224,http://www.jamcoproperties.com/property/26/Aspen-Pointe-Apartments,"1300 Gran Crique Dr, Roswell, GA 30076, USA",https://maps.google.com/?cid=17169040187337848847,(888) 653-9489,Fulton,ChIJfbs8cNJ09YgRD7itvBWvRO4,30009
Riverwood Apartments,34.0236779,-84.333241,http://www.riverwood-apts.com/,"1045 Holcomb Bridge Rd, Roswell, GA 30076, USA",https://maps.google.com/?cid=3583852355991006149,(770) 998-1870,Fulton,ChIJn-riP8109YgRxWtKzrpmvDE,30009
Haven at Avalon,34.0715653,-84.2787301,http://www.havenatavalon.com/,"1213 Avalon Blvd, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=5197666142143441289,(770) 285-8585,Fulton,ChIJC6O7koR19YgRiemIX9HRIUg,30009
Belcourt Apartments,34.0287232,-84.3138518,http://www.belcourtapts.com/,"2200 Belcourt Pkwy, Roswell, GA 30076, USA",https://maps.google.com/?cid=12941441512706435665,(866) 468-8552,Fulton,ChIJleYUZtV09YgRUWpcNn08mbM,30009
Roswell Creek Apartments,34.0265777,-84.33304,http://www.myroswellcreek.com/,"1000 Holcomb Bridge Rd, Roswell, GA 30076, USA",https://maps.google.com/?cid=3542983124753909650,(770) 992-8000,Fulton,ChIJLW0X3sl09YgRkgcpZGE0KzE,30009
Roswell Village Apartments,34.0200503,-84.331501,http://www.liveatroswellvillage.com/,"100 Hemingway Ln, Roswell, GA 30075, USA",https://maps.google.com/?cid=16208491918369382951,(770) 518-8300,Fulton,ChIJYZAGCDUL9YgRJ2IyA4Yh8OA,30009
Saddle Creek Apartments,34.080957,-84.3183861,,"1465 Mid Broadwell Rd # 5000, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=13290405379642145920,(770) 663-0054,Fulton,ChIJl3NnY0509YgRgLyC9kYBcbg,30009
AMLI at Milton Park,34.0498018,-84.2799003,http://www.amli.com/apartments/atlanta/North-Atlanta/Alpharetta/milton-park,"26000 Mill Creek Ave, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=2597461127421365934,(678) 436-3840,Fulton,ChIJJSJfzGV19YgRrg7WKSIJDCQ,30009
Equity Residential,34.054129,-84.325337,http://www.equityapartments.com/,"11251 Alpharetta Hwy, Roswell, GA 30076, USA",https://maps.google.com/?cid=7486779202611400904,(770) 442-3130,Fulton,ChIJH_Guou109YgRyFBvowRi5mc,30009
The Crossings at Holcomb Bridge Apartments,34.0262879,-84.3288972,http://www.thecrossingsatholcombbridge.com/,"100 Creekside Way, Roswell, GA 30076, USA",https://maps.google.com/?cid=15968884822619547408,(855) 332-6890,Fulton,ChIJM0mLkst09YgREGddryPgnN0,30009
Grande Oaks Apartments,34.0384521,-84.3359683,http://www.bellapartmentliving.com/GA/Atlanta/Grande-Oaks,"100 Legacy Oaks Cir, Roswell, GA 30076, USA",https://maps.google.com/?cid=14488157002345957828,(770) 587-1008,Fulton,ChIJBWjd_rh09YgRxEnrNghGEMk,30009
Rosemont Apartments,34.058265,-84.326749,http://rosemontapthomes.com/,"1900 Rosemont Pkwy, Roswell, GA 30076, USA",https://maps.google.com/?cid=17126552439781767898,(855) 646-0471,Fulton,ChIJM6SapPF09YgR2rpKILS8re0,30009
Gables Residential,34.0200503,-84.331501,http://gables.com/,"100 Hemingway Ln, Roswell, GA 30075, USA",https://maps.google.com/?cid=2377151014502414970,(770) 640-1686,Fulton,ChIJYZAGCDUL9YgRejrgxEBW_SA,30009
Manchester At Mansell Apartments,34.039754,-84.325905,http://www.manchesteratmansell.com/,"401 Huntington Dr, Roswell, GA 30076, USA",https://maps.google.com/?cid=7918413459967270945,(770) 587-5545,Fulton,ChIJdxVeq-md9YgRIWAFmhbb420,30009
The Pointe at Preston Ridge,34.0691069,-84.2565654,http://www.thepointeatprestonridge.com/,"950 Executive Dr, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=7718210960528213597,(855) 653-4309,Fulton,ChIJP3rG1TOe9YgRXYbPy_mXHGs,30022
AMLI North Point,34.036344,-84.309469,http://www.amli.com/apartments/atlanta/North-Atlanta/Alpharetta/north-point,"9000 Beaver Creek Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=11110628184283085991,(678) 971-2316,Fulton,ChIJu8rplSZ19YgRp_yii3fhMJo,30022
IMT Deerfield,34.100915,-84.256342,http://www.imtresidential.com/imtDeerfield,"13125 Morris Rd, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=9930373035205477691,(678) 367-0186,Fulton,ChIJqWc9Lwye9YgRO0WKgqnFz4k,30022
Collingwood Apartments,34.0493098,-84.2617914,http://www.collingwoodram.com/,"3400 Kimball Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=10013682892610003529,(770) 667-3211,Fulton,ChIJl9FLeNuf9YgRSeJsO4m_94o,30022
AMLI at Milton Park,34.0498018,-84.2799003,http://www.amli.com/apartments/atlanta/North-Atlanta/Alpharetta/milton-park,"26000 Mill Creek Ave, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=2597461127421365934,(678) 436-3840,Fulton,ChIJJSJfzGV19YgRrg7WKSIJDCQ,30022
Alara Park Bridge,34.060109,-84.235174,http://www.alaraparkbridgeapts.com/,"15000 Parkview Ln, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=6893158552271382034,(770) 346-9600,Fulton,ChIJI1VThayf9YgREuaUiC5rqV8,30022
Ashley Forest Apartments,34.0044152,-84.2785736,http://www.ashleyforestapts.com/,"9230 Nesbit Ferry Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=11523590117559098506,(770) 642-4897,Fulton,ChIJM-NpkKQK9YgRitxPRigE7J8,30022
Holcomb's Pond Apartments,33.993997,-84.280531,http://www.holcombspondapartments.com/,"2745 Holcomb Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=15038992712691849760,(770) 574-6850,Fulton,ChIJl5kh4JkK9YgRIJqvMzE8tdA,30022
Stoneleigh at Deerfield Apartments,34.101888,-84.2490685,http://www.thestoneleighatdeerfieldapartments.com/,"1800 Deerfield Point, Alpharetta, GA 30004, USA",https://maps.google.com/?cid=15128983540118735834,(770) 569-2474,Fulton,ChIJxYHazXSe9YgR2kuCeV_y9NE,30022
Wood Bridge Apartments,34.065184,-84.239718,http://www.woodbridgeaptsga.com/,"680 Park Bridge Pkwy, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=4087303551260598454,(770) 663-7787,Fulton,ChIJJQhWkU2e9YgRtqAUpuwEuTg,30022
Addison Place,34.0633668,-84.2088097,http://www.addisonapts.com/,"5100 Abbotts Bridge Rd, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=12415522243676292408,(678) 393-2722,Fulton,ChIJlRLzA-Ge9YgROEVJS7PLTKw,30022
Nesbit Ferry Crossing Apartments,34.0018818,-84.2781524,http://www.bellapartmentliving.com/ga/alpharetta/nesbit-ferry-crossing/,"100 Saratoga Dr, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=17426000619762127853,(678) 585-0094,Fulton,ChIJq4rR_aIK9YgR7ZOonDyX1fE,30022
Parc Alpharetta Apartments,34.05056,-84.302784,http://www.parcalpharetta.com/,"1000 Fanfare Way, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=17323011522619505780,(866) 452-6020,Fulton,ChIJ8c2PDBp19YgRdPy71TKzZ_A,30022
Belmont At Park Bridge,34.0629946,-84.2440586,http://www.belmont-apts.com/,"150 Rockberry Ln, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=10593417940114997962,(770) 664-6502,Fulton,ChIJ624uq0ye9YgRygLOfX1hA5M,30022
AMLI at Northwinds,34.0633594,-84.285294,http://www.amli.com/apartments/atlanta/North-Atlanta/Alpharetta/northwinds,"32000 Gardner Dr, Alpharetta, GA 30009, USA",https://maps.google.com/?cid=17128731646805197785,(888) 479-2936,Fulton,ChIJzWCCU5519YgR2cPQTK56te0,30022
Nesbit Palisades,33.986239,-84.271561,http://www.liveatnesbitpalisades.com/,"8520 S Holcomb Bridge Way, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=10941828969597651165,(855) 349-3580,Fulton,ChIJ9wg-Lp0K9YgR3UjyvXkv2Zc,30022
St Andrews Apartments,34.027611,-84.250439,http://www.standrewsapartmenthomes.com/,"10055 Jones Bridge Rd, Johns Creek, GA 30022, USA",https://maps.google.com/?cid=15148140918358130097,(770) 663-7566,Fulton,ChIJ6ZTOM42f9YgRsb1LLugBOdI,30022
Champions Green Apartments,34.001014,-84.280404,http://venterraliving.com/championsgreen/rent_pricing_availability?id=CHGGGM006,"1001 Champions Green Pkwy, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=11455429076131705424,(678) 534-7168,Fulton,ChIJaSd81aIK9YgRUPKCIA3c-Z4,30022
ALARA North Point Apartments,34.0445359,-84.2857385,http://www.alaranorthpoint.com/,"900 Jameson Pass, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=17709373599822276141,(770) 772-3031,Fulton,ChIJozDXFmp19YgRLWYW9HVVxPU,30022
Seven Pines Apartments & Townhomes,33.9929512,-84.2772934,http://www.sevenpinesapts.com/,"2845 Holcomb Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=18047233774218845477,(770) 992-4978,Fulton,ChIJDQvdMZoK9YgRJR2_0n-ndPo,30022
Collingwood Apartments,34.0493098,-84.2617914,http://www.collingwoodram.com/,"3400 Kimball Bridge Rd, Alpharetta, GA 30022, USA",https://maps.google.com/?cid=10013682892610003529,(770) 667-3211,Fulton,ChIJl9FLeNuf9YgRSeJsO4m_94o,30023
Belmont At Park Bridge,34.0629946,-84.2440586,http://www.belmont-apts.com/,"150 Rockberry Ln, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=10593417940114997962,(770) 664-6502,Fulton,ChIJ624uq0ye9YgRygLOfX1hA5M,30023
Alara Park Bridge,34.060109,-84.235174,http://www.alaraparkbridgeapts.com/,"15000 Parkview Ln, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=6893158552271382034,(770) 346-9600,Fulton,ChIJI1VThayf9YgREuaUiC5rqV8,30023
Wood Bridge Apartments,34.065184,-84.239718,http://www.woodbridgeaptsga.com/,"680 Park Bridge Pkwy, Alpharetta, GA 30005, USA",https://maps.google.com/?cid=4087303551260598454,(770) 663-7787,Fulton,ChIJJQhWkU2e9YgRtqAUpuwEuTg,30023
