"place_id","zipcode","supermarket_type","market_name","latitude","longitude","website_url","property_address","map_url","phone"
"ChIJjyWRQv_89IgR45evkrElxOw","30320","grocery_or_supermarket","Sanwa Produce","33.6206026","-84.39699589999999","http://www.sanwagrowers.com/","16 Forest Pkwy, Forest Park, GA 30297, USA","https://maps.google.com/?cid=17060802732986701795","(404) 363-8683"
"ChIJAbesjs7i9IgRiRtqRrGfJfw","30320","grocery_or_supermarket","Hmshost","33.6414378","-84.44438629999999","http://www.hmshost.com/","6000 N Terminal Pkwy, Atlanta, GA 30320, USA","https://maps.google.com/?cid=18169103855435520905","(404) 763-1756"
"ChIJR_DOm4X99IgRcsbnVBRTyUY","30320","insurance_agency","Georgia International Foods","33.66139999999999","-84.38667599999999","http://classicsignature.com/","3316 Hamilton Blvd SW # A, Atlanta, GA 30354, USA","https://maps.google.com/?cid=5100699399762724466","(404) 763-3595"
"ChIJUd3f7aZ19YgRwefYwG2w-Oo","30004","grocery_or_supermarket","International Gourmet Foods","34.0691374","-84.29704409999999","","222 S Main St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16931476784532744129","(678) 566-1399"
"ChIJJyI9ue109YgRoff4qPee5c4","30004","grocery_or_supermarket","Super Global International Food Market","34.054059","-84.3287","","11235 Alpharetta Hwy # 111, Roswell, GA 30076, USA","https://maps.google.com/?cid=14908496928008894369","(770) 619-2966"
"ChIJOwNiKN2e9YgRkl4kNsxgZws","30004","grocery_or_supermarket","Super Global International Food Market","34.07163250000001","-84.20487519999999","","11880 Douglas Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=821731887216352914","(770) 663-8823"
"ChIJqa9dqCJ39YgRZzzmG3nT1C8","30004","bakery","Publix Super Market at The Marketplace at Birmingham Village","34.1673871","-84.33084679999999","http://www.publix.com/","980 Birmingham Rd #100, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=3446612131957849191","(770) 751-5543"
"ChIJlytNXw-d9YgRotlg4Twf1zo","30004","bakery","Publix Super Market at Midway Shopping Center","34.1595401","-84.2395506","http://www.publix.com/","4900 Atlanta Hwy, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=4239891920532330914","(770) 754-4321"
"ChIJq6lXk-Kb9YgRP9wPYL_olq0","30004","grocery_or_supermarket","Cherians International Fresh Market","34.1054843","-84.17610639999999","http://cherians.com/","2255 Callaway Ct, Cumming, GA 30041, USA","https://maps.google.com/?cid=12508440923716181055","(770) 888-4141"
"ChIJpXHCtGB49YgRs6nsrr7PILw","30004","bakery","Publix Super Market at Freehome Village","34.2367714","-84.29079329999999","http://www.publix.com/","12424 Cumming Hwy, Canton, GA 30115, USA","https://maps.google.com/?cid=13556063296270674355","(678) 455-0112"
"ChIJTdvGiqCc9YgRWp3IU_p1RJE","30004","bakery","Publix Super Market at Castleberry - Southard Crossing","34.1743628","-84.18706449999999","http://www.publix.com/","5475 Bethelview Rd, Cumming, GA 30040, USA","https://maps.google.com/?cid=10467621151923805530","(678) 455-1232"
"ChIJuUTDRj9w9YgRY9YdyB0rMHM","30004","bakery","Publix Super Market at Hickory Flat Village","34.17806400000001","-84.418211","http://www.publix.com/","6175 Hickory Flat Hwy Ste 140, Canton, GA 30115, USA","https://maps.google.com/?cid=8300181520155268707","(770) 345-8600"
"ChIJS0d-9NUK9YgRgD3Ppx-T8wg","30004","point_of_interest","Unilever Best Foods","34.0223902","-84.31177839999999","http://www.unilever.com/","1000 Holcomb Woods Pkwy #416, Roswell, GA 30076, USA","https://maps.google.com/?cid=645020935812758912","(770) 643-0577"
"ChIJOwNiKN2e9YgRkl4kNsxgZws","30005","grocery_or_supermarket","Super Global International Food Market","34.07163250000001","-84.20487519999999","","11880 Douglas Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=821731887216352914","(770) 663-8823"
"ChIJUd3f7aZ19YgRwefYwG2w-Oo","30005","grocery_or_supermarket","International Gourmet Foods","34.0691374","-84.29704409999999","","222 S Main St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16931476784532744129","(678) 566-1399"
"ChIJq6lXk-Kb9YgRP9wPYL_olq0","30005","grocery_or_supermarket","Cherians International Fresh Market","34.1054843","-84.17610639999999","http://cherians.com/","2255 Callaway Ct, Cumming, GA 30041, USA","https://maps.google.com/?cid=12508440923716181055","(770) 888-4141"
"ChIJQ2i-J6yf9YgRzDj5ykrKN50","30005","bakery","Publix Super Market at Alpharetta Commons","34.0572891","-84.2351623","http://www.publix.com/","4305 State Bridge Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=11328745810255493324","(770) 751-7991"
"ChIJYb9vrVqf9YgRGRthQAHqGzs","30005","grocery_or_supermarket","Century International Foods","34.027537","-84.19686799999999","http://centuryintlfoods.com/contactcentury.html","5525 Grove Point Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=4259255163704908569","(678) 417-4990"
"ChIJabbVPU6e9YgRvl7WxQ84J8c","30005","food","Reliv Independent Distributors","34.0701022","-84.2393599","http://reliv.com/","11870 Little Creek Crossing, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=14350500378034200254","(770) 667-1211"
"ChIJUbWVY72e9YgRGFT3oGAiimc","30005","bakery","Publix Super Market at The Village at Flynn Crossing","34.0932472","-84.20635159999999","http://www.publix.com/","5180 McGinnis Ferry Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=7460813531105416216","(770) 360-1025"
"ChIJJyI9ue109YgRoff4qPee5c4","30005","grocery_or_supermarket","Super Global International Food Market","34.054059","-84.3287","","11235 Alpharetta Hwy # 111, Roswell, GA 30076, USA","https://maps.google.com/?cid=14908496928008894369","(770) 619-2966"
"ChIJXc-NJuKe9YgRjeZHDMMcwVM","30005","bakery","Publix Super Market at Abbotts Village at Ocee","34.06271280000001","-84.2128436","http://www.publix.com/","11585 Jones Bridge Rd Ste 500, Johns Creek, GA 30022, USA","https://maps.google.com/?cid=6035136599703414413","(770) 751-4580"
"ChIJcYo-f2uZ9YgRwXSntnzATqc","30005","bakery","Publix Super Market at The Shops at Laurel Springs","34.084257","-84.1592333","http://www.publix.com/","3245 Peachtree Pkwy, Suwanee, GA 30024, USA","https://maps.google.com/?cid=12055784894390301889","(770) 886-5335"
"ChIJS0d-9NUK9YgRgD3Ppx-T8wg","30005","point_of_interest","Unilever Best Foods","34.0223902","-84.31177839999999","http://www.unilever.com/","1000 Holcomb Woods Pkwy #416, Roswell, GA 30076, USA","https://maps.google.com/?cid=645020935812758912","(770) 643-0577"
"ChIJUd3f7aZ19YgRwefYwG2w-Oo","30009","grocery_or_supermarket","International Gourmet Foods","34.0691374","-84.29704409999999","","222 S Main St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16931476784532744129","(678) 566-1399"
"ChIJJyI9ue109YgRoff4qPee5c4","30009","grocery_or_supermarket","Super Global International Food Market","34.054059","-84.3287","","11235 Alpharetta Hwy # 111, Roswell, GA 30076, USA","https://maps.google.com/?cid=14908496928008894369","(770) 619-2966"
"ChIJXRK-XiwL9YgRTnNRG6U3s_U","30009","bakery","Publix Super Market at King's Market","34.0179485","-84.3198737","http://www.publix.com/","1425 Market Blvd Ste 600, Roswell, GA 30076, USA","https://maps.google.com/?cid=17704555742391006030","(770) 640-6035"
"ChIJWwuRa6F19YgRsdZl7I-FZMw","30009","grocery_or_supermarket","Walmart Neighborhood Market","34.06940900000001","-84.29524499999999","http://www.walmart.com/store/3186","11770 Haynes Bridge Rd, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=14728043534601279153","(678) 259-2386"
"ChIJP1t8taN19YgRICaOYmYCaOA","30009","pharmacy","Publix Pharmacy at Alpharetta","34.07306879999999","-84.2938444","http://www.publix.com/","11800 Haynes Bridge Rd Ste B, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16170177100837168672","(770) 752-4966"
"ChIJOwNiKN2e9YgRkl4kNsxgZws","30009","grocery_or_supermarket","Super Global International Food Market","34.07163250000001","-84.20487519999999","","11880 Douglas Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=821731887216352914","(770) 663-8823"
"ChIJS0d-9NUK9YgRgD3Ppx-T8wg","30009","point_of_interest","Unilever Best Foods","34.0223902","-84.31177839999999","http://www.unilever.com/","1000 Holcomb Woods Pkwy #416, Roswell, GA 30076, USA","https://maps.google.com/?cid=645020935812758912","(770) 643-0577"
"ChIJxeQUBwx19YgRJsKl34nuJs4","30009","store","FedEx Ship Center","34.06017720000001","-84.2950512","http://local.fedex.com/ga/alpharetta/GVLA/?cmp=LOC-1001545-3-2-971-1110000-US-US-EN-GPLDROPOFFBOXES","1525 Morrison Pkwy, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=14854822696858272294","(800) 463-3339"
"ChIJyWQJbHh09YgRgiRZV15Ka9I","30009","bakery","Publix Super Market at Village Walk Shopping Center","34.0793628","-84.3574273","http://www.publix.com/","270 Rucker Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=15162294339525747842","(770) 360-5591"
"ChIJq6lXk-Kb9YgRP9wPYL_olq0","30009","grocery_or_supermarket","Cherians International Fresh Market","34.1054843","-84.17610639999999","http://cherians.com/","2255 Callaway Ct, Cumming, GA 30041, USA","https://maps.google.com/?cid=12508440923716181055","(770) 888-4141"
"ChIJQ2i-J6yf9YgRzDj5ykrKN50","30009","bakery","Publix Super Market at Alpharetta Commons","34.0572891","-84.2351623","http://www.publix.com/","4305 State Bridge Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=11328745810255493324","(770) 751-7991"
"ChIJcxZuRv6f9YgR5YUlNL0N71Q","30009","bakery","Publix Super Market at Haynes Bridge Village","34.0232316","-84.2675493","http://www.publix.com/","9925 Haynes Bridge Rd, Johns Creek, GA 30022, USA","https://maps.google.com/?cid=6120125524894647781","(770) 751-7980"
"ChIJscZBgA9z9YgRjeaEIVZ_Maw","30009","bakery","Publix Super Market at King Plaza","34.0610681","-84.38597729999999","http://www.publix.com/","885 Woodstock Rd Ste 100, Roswell, GA 30075, USA","https://maps.google.com/?cid=12407838456288700045","(770) 552-4580"
"ChIJo-zLiqh19YgRMwNcC-GXA7E","30009","grocery_or_supermarket","Sindbad International Grocery","34.0692283","-84.3009962","","281 S Main St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=12755205562457391923","(770) 751-0340"
"ChIJOwNiKN2e9YgRkl4kNsxgZws","30022","grocery_or_supermarket","Super Global International Food Market","34.07163250000001","-84.20487519999999","","11880 Douglas Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=821731887216352914","(770) 663-8823"
"ChIJUd3f7aZ19YgRwefYwG2w-Oo","30022","grocery_or_supermarket","International Gourmet Foods","34.0691374","-84.29704409999999","","222 S Main St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16931476784532744129","(678) 566-1399"
"ChIJYb9vrVqf9YgRGRthQAHqGzs","30022","grocery_or_supermarket","Century International Foods","34.027537","-84.19686799999999","http://centuryintlfoods.com/contactcentury.html","5525 Grove Point Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=4259255163704908569","(678) 417-4990"
"ChIJJyI9ue109YgRoff4qPee5c4","30022","grocery_or_supermarket","Super Global International Food Market","34.054059","-84.3287","","11235 Alpharetta Hwy # 111, Roswell, GA 30076, USA","https://maps.google.com/?cid=14908496928008894369","(770) 619-2966"
"ChIJQ2i-J6yf9YgRzDj5ykrKN50","30022","bakery","Publix Super Market at Alpharetta Commons","34.0572891","-84.2351623","http://www.publix.com/","4305 State Bridge Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=11328745810255493324","(770) 751-7991"
"ChIJQ7D9lA6f9YgRPcZ5CS7VFAM","30022","grocery_or_supermarket","ALDI","34.0454009","-84.22144960000001","https://www.aldi.us/","10955 Jones Bridge Rd, Johns Creek, GA 30022, USA","https://maps.google.com/?cid=222036675352184381","(855) 955-2534"
"ChIJXc-NJuKe9YgRjeZHDMMcwVM","30022","bakery","Publix Super Market at Abbotts Village at Ocee","34.06271280000001","-84.2128436","http://www.publix.com/","11585 Jones Bridge Rd Ste 500, Johns Creek, GA 30022, USA","https://maps.google.com/?cid=6035136599703414413","(770) 751-4580"
"ChIJabbVPU6e9YgRvl7WxQ84J8c","30022","food","Reliv Independent Distributors","34.0701022","-84.2393599","http://reliv.com/","11870 Little Creek Crossing, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=14350500378034200254","(770) 667-1211"
"ChIJcxZuRv6f9YgR5YUlNL0N71Q","30022","bakery","Publix Super Market at Haynes Bridge Village","34.0232316","-84.2675493","http://www.publix.com/","9925 Haynes Bridge Rd, Johns Creek, GA 30022, USA","https://maps.google.com/?cid=6120125524894647781","(770) 751-7980"
"ChIJq6lXk-Kb9YgRP9wPYL_olq0","30022","grocery_or_supermarket","Cherians International Fresh Market","34.1054843","-84.17610639999999","http://cherians.com/","2255 Callaway Ct, Cumming, GA 30041, USA","https://maps.google.com/?cid=12508440923716181055","(770) 888-4141"
"ChIJUbWVY72e9YgRGFT3oGAiimc","30022","bakery","Publix Super Market at The Village at Flynn Crossing","34.0932472","-84.20635159999999","http://www.publix.com/","5180 McGinnis Ferry Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=7460813531105416216","(770) 360-1025"
"ChIJxxC00XKj9YgRsj3AA87yniI","30022","grocery_or_supermarket","Nam Dae Mun Farmers Market","33.9483537","-84.1354355","http://www.namdaemun.com/","3825 Shackleford Rd, Duluth, GA 30096, USA","https://maps.google.com/?cid=2494698210249948594","(770) 921-8288"
"ChIJXRK-XiwL9YgRTnNRG6U3s_U","30022","bakery","Publix Super Market at King's Market","34.0179485","-84.3198737","http://www.publix.com/","1425 Market Blvd Ste 600, Roswell, GA 30076, USA","https://maps.google.com/?cid=17704555742391006030","(770) 640-6035"
"ChIJe1uH0s4J9YgRO4E14TmH6Cg","30022","grocery_or_supermarket","International Food Store","33.8957065","-84.2849677","","3651 Shallowford Rd, Atlanta, GA 30340, USA","https://maps.google.com/?cid=2947754638775255355","(678) 691-2235"
"ChIJS0d-9NUK9YgRgD3Ppx-T8wg","30022","point_of_interest","Unilever Best Foods","34.0223902","-84.31177839999999","http://www.unilever.com/","1000 Holcomb Woods Pkwy #416, Roswell, GA 30076, USA","https://maps.google.com/?cid=645020935812758912","(770) 643-0577"
"ChIJMctQk2mj9YgRyw79wVggd-s","30022","grocery_or_supermarket","Souq International Market","33.93986359999999","-84.1237584","http://souqmarkets.com/","1455 Pleasant Hill Rd #402, Lawrenceville, GA 30044, USA","https://maps.google.com/?cid=16967065686725430987","(678) 573-9669"
"ChIJe8BxQRKn9YgR-uZmvmo9R08","30022","grocery_or_supermarket","Leon International Foods","33.898299","-84.24527069999999","http://www.leoninternationalfoods.com/","4000 Pleasantdale Rd, Doraville, GA 30340, USA","https://maps.google.com/?cid=5712602181013006074","(770) 416-6620"
"ChIJP1t8taN19YgRICaOYmYCaOA","30022","pharmacy","Publix Pharmacy at Alpharetta","34.07306879999999","-84.2938444","http://www.publix.com/","11800 Haynes Bridge Rd Ste B, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16170177100837168672","(770) 752-4966"
"ChIJNRUnyCen9YgRISO38P14JvE","30022","grocery_or_supermarket","New International Food Inc","33.91672889999999","-84.2305523","","2215 Skyland Ct, Norcross, GA 30071, USA","https://maps.google.com/?cid=17376709244316230433","(770) 368-8169"
"ChIJoXe78d4J9YgRxbh9u0IqCK4","30022","food","Buford Highway Farmers Market","33.9058031","-84.27418449999999","http://www.aofwc.com/","5600 Buford Hwy NE, Atlanta, GA 30340, USA","https://maps.google.com/?cid=12540319628514932933","(770) 455-0770"
"ChIJOwNiKN2e9YgRkl4kNsxgZws","30023","grocery_or_supermarket","Super Global International Food Market","34.07163250000001","-84.20487519999999","","11880 Douglas Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=821731887216352914","(770) 663-8823"
"ChIJQ2i-J6yf9YgRzDj5ykrKN50","30023","bakery","Publix Super Market at Alpharetta Commons","34.0572891","-84.2351623","http://www.publix.com/","4305 State Bridge Rd, Alpharetta, GA 30022, USA","https://maps.google.com/?cid=11328745810255493324","(770) 751-7991"
"ChIJUd3f7aZ19YgRwefYwG2w-Oo","30023","grocery_or_supermarket","International Gourmet Foods","34.0691374","-84.29704409999999","","222 S Main St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16931476784532744129","(678) 566-1399"
"ChIJJyI9ue109YgRoff4qPee5c4","30023","grocery_or_supermarket","Super Global International Food Market","34.054059","-84.3287","","11235 Alpharetta Hwy # 111, Roswell, GA 30076, USA","https://maps.google.com/?cid=14908496928008894369","(770) 619-2966"
"ChIJcxZuRv6f9YgR5YUlNL0N71Q","30023","bakery","Publix Super Market at Haynes Bridge Village","34.0232316","-84.2675493","http://www.publix.com/","9925 Haynes Bridge Rd, Johns Creek, GA 30022, USA","https://maps.google.com/?cid=6120125524894647781","(770) 751-7980"
"ChIJXc-NJuKe9YgRjeZHDMMcwVM","30023","bakery","Publix Super Market at Abbotts Village at Ocee","34.06271280000001","-84.2128436","http://www.publix.com/","11585 Jones Bridge Rd Ste 500, Johns Creek, GA 30022, USA","https://maps.google.com/?cid=6035136599703414413","(770) 751-4580"
"ChIJq6lXk-Kb9YgRP9wPYL_olq0","30023","grocery_or_supermarket","Cherians International Fresh Market","34.1054843","-84.17610639999999","http://cherians.com/","2255 Callaway Ct, Cumming, GA 30041, USA","https://maps.google.com/?cid=12508440923716181055","(770) 888-4141"
"ChIJS0d-9NUK9YgRgD3Ppx-T8wg","30023","point_of_interest","Unilever Best Foods","34.0223902","-84.31177839999999","http://www.unilever.com/","1000 Holcomb Woods Pkwy #416, Roswell, GA 30076, USA","https://maps.google.com/?cid=645020935812758912","(770) 643-0577"
"ChIJxxC00XKj9YgRsj3AA87yniI","30023","grocery_or_supermarket","Nam Dae Mun Farmers Market","33.9483537","-84.1354355","http://www.namdaemun.com/","3825 Shackleford Rd, Duluth, GA 30096, USA","https://maps.google.com/?cid=2494698210249948594","(770) 921-8288"
"ChIJMctQk2mj9YgRyw79wVggd-s","30023","grocery_or_supermarket","Souq International Market","33.93986359999999","-84.1237584","http://souqmarkets.com/","1455 Pleasant Hill Rd #402, Lawrenceville, GA 30044, USA","https://maps.google.com/?cid=16967065686725430987","(678) 573-9669"
"ChIJjT0jjN4J9YgR69a_iydumKw","30023","grocery_or_supermarket","Buford International Market","33.9058298","-84.2742598","http://www.aofwc.com/","ne 30340, 5600 Buford Hwy NE, Doraville, GA 30340, USA","https://maps.google.com/?cid=12436811487111010027","(770) 455-0770"
"ChIJoXe78d4J9YgRxbh9u0IqCK4","30023","food","Buford Highway Farmers Market","33.9058031","-84.27418449999999","http://www.aofwc.com/","5600 Buford Hwy NE, Atlanta, GA 30340, USA","https://maps.google.com/?cid=12540319628514932933","(770) 455-0770"
"ChIJe8BxQRKn9YgR-uZmvmo9R08","30023","grocery_or_supermarket","Leon International Foods","33.898299","-84.24527069999999","http://www.leoninternationalfoods.com/","4000 Pleasantdale Rd, Doraville, GA 30340, USA","https://maps.google.com/?cid=5712602181013006074","(770) 416-6620"
"ChIJVSQgiHcD9YgR8YC-XnytxkM","30301","food","Gourmet Foods International","33.7479262","-84.39841659999999","http://www.gfifoods.com/","255 Ted Turner Dr SW, Atlanta, GA 30303, USA","https://maps.google.com/?cid=4883781595606974705","(404) 954-7600"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30301","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJVSQgiHcD9YgR8YC-XnytxkM","30301","food","Gourmet Foods International","33.7479262","-84.39841659999999","http://www.gfifoods.com/","255 Ted Turner Dr SW, Atlanta, GA 30303, USA","https://maps.google.com/?cid=4883781595606974705","(404) 954-7600"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30301","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJVSQgiHcD9YgR8YC-XnytxkM","30301","food","Gourmet Foods International","33.7479262","-84.39841659999999","http://www.gfifoods.com/","255 Ted Turner Dr SW, Atlanta, GA 30303, USA","https://maps.google.com/?cid=4883781595606974705","(404) 954-7600"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30301","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJVSQgiHcD9YgR8YC-XnytxkM","30301","food","Gourmet Foods International","33.7479262","-84.39841659999999","http://www.gfifoods.com/","255 Ted Turner Dr SW, Atlanta, GA 30303, USA","https://maps.google.com/?cid=4883781595606974705","(404) 954-7600"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30301","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJVSQgiHcD9YgR8YC-XnytxkM","30301","food","Gourmet Foods International","33.7479262","-84.39841659999999","http://www.gfifoods.com/","255 Ted Turner Dr SW, Atlanta, GA 30303, USA","https://maps.google.com/?cid=4883781595606974705","(404) 954-7600"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30301","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJVSQgiHcD9YgR8YC-XnytxkM","30301","food","Gourmet Foods International","33.7479262","-84.39841659999999","http://www.gfifoods.com/","255 Ted Turner Dr SW, Atlanta, GA 30303, USA","https://maps.google.com/?cid=4883781595606974705","(404) 954-7600"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30301","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJ-2I0A4AD9YgRJ8Dw1TBDtsg","30301","store","Haagen-Dazs Ice Cream Shop","33.7608096","-84.40118649999999","http://www.haagendazs.us/Shops/","285 Andrew Young International Blvd NW, Atlanta, GA 30313, USA","https://maps.google.com/?cid=14462821130373742631","(800) 767-0120"
"ChIJFzOCpqqp9YgRbT2T02uEjqY","30301","convenience_store","African & International Market, LLC","33.7950683","-84.22792199999999","","5064 Memorial Dr, Stone Mountain, GA 30083, USA","https://maps.google.com/?cid=12001675655634959725","(404) 294-0911"
"ChIJhWw0HLji9IgR7rTgQCPlpZI","30301","grocery_or_supermarket","International Supermarket","33.6508856","-84.44987639999999","","3827 Main St, College Park, GA 30337, USA","https://maps.google.com/?cid=10567104040269821166","(404) 762-0661"
"ChIJTdU_aYP99IgRPbtb5c7AfuI","30301","grocery_or_supermarket","International Food Concepts","33.6597091","-84.39355569999999","http://www.ifcgourmet.com/","3485 Empire Way SW # A, Atlanta, GA 30354, USA","https://maps.google.com/?cid=16320694094481046333","(404) 766-3000"
"ChIJVWfvp7Cp9YgROU2FCJctv_g","30301","grocery_or_supermarket","Al-Salam International Groceries","33.7852631","-84.2430603","http://www.al-salamstore.com/","3711 N Decatur Rd, Decatur, GA 30032, USA","https://maps.google.com/?cid=17924095168664128825","(404) 297-8163"
"ChIJVSQgiHcD9YgR8YC-XnytxkM","30301","food","Gourmet Foods International","33.7479262","-84.39841659999999","http://www.gfifoods.com/","255 Ted Turner Dr SW, Atlanta, GA 30303, USA","https://maps.google.com/?cid=4883781595606974705","(404) 954-7600"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30301","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJ-2I0A4AD9YgRJ8Dw1TBDtsg","30301","store","Haagen-Dazs Ice Cream Shop","33.7608096","-84.40118649999999","http://www.haagendazs.us/Shops/","285 Andrew Young International Blvd NW, Atlanta, GA 30313, USA","https://maps.google.com/?cid=14462821130373742631","(800) 767-0120"
"ChIJFzOCpqqp9YgRbT2T02uEjqY","30301","convenience_store","African & International Market, LLC","33.7950683","-84.22792199999999","","5064 Memorial Dr, Stone Mountain, GA 30083, USA","https://maps.google.com/?cid=12001675655634959725","(404) 294-0911"
"ChIJhWw0HLji9IgR7rTgQCPlpZI","30301","grocery_or_supermarket","International Supermarket","33.6508856","-84.44987639999999","","3827 Main St, College Park, GA 30337, USA","https://maps.google.com/?cid=10567104040269821166","(404) 762-0661"
