"school_id","school_name","school_type","gradeRange","city","address","phone","fax","website","latitude","longitude","overview_url","ratings_url","reviews_url"
"3582","Creme de la Creme Day Care Center","private","PK-1","Alpharetta","8730 Nesbit Ferry Road, Alpharetta, GA  30022","(770) 998-1844","","","33.992886","-84.27405","http://www.greatschools.org/georgia/alpharetta/3582-Creme-De-La-Creme-Day-Care-Center/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3582&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3582&s_cid=gsapi"
"981","Dolvin Elementary School","public","PK-5","Alpharetta","10495 Jones Bridge Rd, Alpharetta, GA  30022","(770) 740-7020","(770) 740-7025","","34.03611","-84.23363","http://www.greatschools.org/georgia/alpharetta/981-Dolvin-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=981&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=981&s_cid=gsapi"
"3971","Forsyth Christian School","private","K-12","Alpharetta","1250 Alpha Drive, Alpharetta, GA  30004","(770) 781-4385","","","34.13166","-84.23281","http://www.greatschools.org/georgia/alpharetta/3971-Forsyth-Christian-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3971&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3971&s_cid=gsapi"
"2781","Fulton Science Academy","public","6-8","Alpharetta","1675 Hembree Rd, Alpharetta, GA  30009","(770) 753-4141","(770) 753-4948","http://www.fultonscience.org/","34.05985","-84.30736","http://www.greatschools.org/georgia/alpharetta/2781-Fulton-Science-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2781&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2781&s_cid=gsapi"
"3783","Fulton Science Academy High School","charter","9-12","Alpharetta","4100 Old Milton Parkway, Alpharetta, GA  30005","(770) 475-3223","","","34.060925","-84.240166","http://www.greatschools.org/georgia/alpharetta/3783-Fulton-Science-Academy-High-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3783&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3783&s_cid=gsapi"
"6740","Fulton Science Academy Private School","private","PK-10","Alpharetta","3035 Fanfare Way, Alpharetta, GA  30009","(678) 366-2555","(678) 366-2333","http://www.fultonscienceacademy.org","34.059628","-84.30733","http://www.greatschools.org/georgia/alpharetta/6740-Fulton-Science-Academy-Private-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6740&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6740&s_cid=gsapi"
"6749","Hayden's Way","private","K-8","Alpharetta","1005 Alderman Drive Suite 203, Alpharetta, GA  30005","(770) 351-6304","","http://haydensway.com/","34.09487","-84.24318","http://www.greatschools.org/georgia/alpharetta/6749-Hayden's-Way/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6749&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6749&s_cid=gsapi"
"1017","Haynes Bridge Middle School","public","6-8","Alpharetta","10665 Haynes Bridge Rd, Alpharetta, GA  30022","(770) 740-7030","(770) 667-2842","","34.04063","-84.28188","http://www.greatschools.org/georgia/alpharetta/1017-Haynes-Bridge-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1017&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1017&s_cid=gsapi"
"1018","Holcomb Bridge Middle School","public","6-8","Alpharetta","2700 Holcomb Bridge Rd, Alpharetta, GA  30022","(470) 254-5280","(770) 643-3333","http://school.fultonschools.org/ms/holcombbridge/Pages/default.aspx","33.993458","-84.28346","http://www.greatschools.org/georgia/alpharetta/1018-Holcomb-Bridge-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1018&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1018&s_cid=gsapi"
"2089","Holcomb Bridge School","private","PK-1","Alpharetta","2675 Holcomb Bridge Rd, Alpharetta, GA  30022","(770) 998-2027","","","33.997837","-84.282295","http://www.greatschools.org/georgia/alpharetta/2089-Holcomb-Bridge-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2089&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2089&s_cid=gsapi"
"1021","Independence Alternative School","public","9-12","Alpharetta","86 School Dr, Alpharetta, GA  30004","(770) 521-7611","(770) 643-3335","","34.07812","-84.30111","http://www.greatschools.org/georgia/alpharetta/1021-Independence-Alternative-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1021&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1021&s_cid=gsapi"
"3726","King's Ridge Christian School","private","K-12","Alpharetta","2765 Bethany Bend, Alpharetta, GA  30004","(770) 754-5738","","http://www.kingsridgecs.org","34.118977","-84.27893","http://www.greatschools.org/georgia/alpharetta/3726-King's-Ridge-Christian-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3726&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3726&s_cid=gsapi"
"1027","Lake Windward Elementary School","public","PK-5","Alpharetta","11770 East Fox Ct, Alpharetta, GA  30005","(770) 740-7050","(770) 740-7069","","34.069916","-84.21229","http://www.greatschools.org/georgia/alpharetta/1027-Lake-Windward-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1027&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1027&s_cid=gsapi"
"1041","Manning Oaks Elementary School","public","PK-5","Alpharetta","405 Cumming St, Alpharetta, GA  30004","(770) 667-2912","(770) 667-2916","","34.0799","-84.28594","http://www.greatschools.org/georgia/alpharetta/1041-Manning-Oaks-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1041&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1041&s_cid=gsapi"
"2914","McGinnis Woods Country Day School","private","PK-8","Alpharetta","5368 McGinnis Ferry Road, Alpharetta, GA  30005","(770) 664-7764","","http://www.mcginniswoods.com","34.095833","-84.19789","http://www.greatschools.org/georgia/alpharetta/2914-McGinnis-Woods-Country-Day-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2914&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2914&s_cid=gsapi"
"1032","Medlock Bridge Elementary School","public","PK-5","Alpharetta","10215 Medlock Bridge Parkway, Alpharetta, GA  30022","(770) 623-2980","(770) 623-2988","","34.029003","-84.19041","http://www.greatschools.org/georgia/alpharetta/1032-Medlock-Bridge-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1032&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1032&s_cid=gsapi"
"957","Midway Elementary School","public","PK-5","Alpharetta","4805 Atlanta Hwy, Alpharetta, GA  30004","(770) 475-6670","(770) 521-1866","","34.15806","-84.23412","http://www.greatschools.org/georgia/alpharetta/957-Midway-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=957&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=957&s_cid=gsapi"
"2020","Mill Springs Academy","private","1-12","Alpharetta","13660 New Providence Road, Alpharetta, GA  30004","(770) 360-1336","(770) 360-1341","http://www.millsprings.org","34.11609","-84.369644","http://www.greatschools.org/georgia/alpharetta/2020-Mill-Springs-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2020&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2020&s_cid=gsapi"
"998","Milton High School","public","9-12","Alpharetta","13025 Birmingham Hwy, Alpharetta, GA  30004","(770) 740-7000","(770) 667-2844","http://www.miltonhighschool.com/","34.099464","-84.33643","http://www.greatschools.org/georgia/alpharetta/998-Milton-High-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=998&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=998&s_cid=gsapi"
"3993","Montessori School Of Alpharetta","private","PK-5","Alpharetta","3290 Old Alabama Road, Alpharetta, GA  30022","(770) 667-1277","","http://www.montessorischoolofalpharetta.com","34.021626","-84.26433","http://www.greatschools.org/georgia/alpharetta/3993-Montessori-School-Of-Alpharetta/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3993&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3993&s_cid=gsapi"
"2208","Mount Pisgah Christian School","private","PK-12","Alpharetta","9820 Nesbit Ferry Road, Alpharetta, GA  30022","(678) 336-3443","(678) 336-3349","experiencepisgah.org","34.01757","-84.27937","http://www.greatschools.org/georgia/alpharetta/2208-Mount-Pisgah-Christian-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2208&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2208&s_cid=gsapi"
"2918","Nesbit Ferry Montessori School","private","PK-4","Alpharetta","9330 Nesbit Ferry Road, Alpharetta, GA  30022","(770) 552-8454","","","34.006207","-84.27807","http://www.greatschools.org/georgia/alpharetta/2918-Nesbit-Ferry-Montessori-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2918&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2918&s_cid=gsapi"
"979","New Prospect Elementary School","public","PK-5","Alpharetta","3055 Kimball Bridge Rd, Alpharetta, GA  30022","(770) 667-2800","(470) 254-2843","http://npepanthers.org","34.051662","-84.27408","http://www.greatschools.org/georgia/alpharetta/979-New-Prospect-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=979&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=979&s_cid=gsapi"
"1013","Northwestern Middle School","public","6-8","Alpharetta","12805 Birmingham Hwy, Alpharetta, GA  30004","(770) 667-2870","(770) 667-2878","","34.095837","-84.3366","http://www.greatschools.org/georgia/alpharetta/1013-Northwestern-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1013&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1013&s_cid=gsapi"
"2504","Ocee Elementary School","public","PK-5","Alpharetta","4375 Kimball Bridge Rd, Alpharetta, GA  30022","(770) 667-2960","(770) 667-2964","","34.05319","-84.23163","http://www.greatschools.org/georgia/alpharetta/2504-Ocee-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2504&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2504&s_cid=gsapi"
"8374","Primrose School Of Christopher Robin","private","PK-1","Alpharetta","5425 McGinnis Village Place, Alpharetta, GA  30005","(678) 339-0107","","","34.09045","-84.19966","http://www.greatschools.org/georgia/alpharetta/8374-Primrose-School-Of-Christopher-Robin/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=8374&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=8374&s_cid=gsapi"
"1010","State Bridge Crossing Elementary School","public","PK-5","Alpharetta","5530 State Bridge Rd, Alpharetta, GA  30022","(404) 497-3850","(770) 497-3856","","34.021935","-84.197945","http://www.greatschools.org/georgia/alpharetta/1010-State-Bridge-Crossing-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1010&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1010&s_cid=gsapi"
"2426","Summit Hill Elementary School","public","PK-5","Alpharetta","13855 Providence Rd, Alpharetta, GA  30004","(770) 667-2830","(770) 667-2834","","34.120716","-84.31892","http://www.greatschools.org/georgia/alpharetta/2426-Summit-Hill-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2426&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2426&s_cid=gsapi"
"8621","Sunshine STEM Academy","private","PK-5","Alpharetta","1675 Hembree Rd, Alpharetta, GA  30009","(770) 674-0010","(770) 696-9216","http://sunshinestem.academy","34.05979","-84.30733","http://www.greatschools.org/georgia/alpharetta/8621-Sunshine-STEM-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=8621&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=8621&s_cid=gsapi"
"1033","Taylor Road Middle School","public","6-8","Alpharetta","5150 Taylor Rd, Alpharetta, GA  30022","(770) 740-7090","(770) 619-5609","","34.05272","-84.20872","http://www.greatschools.org/georgia/alpharetta/1033-Taylor-Road-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1033&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1033&s_cid=gsapi"
"6767","The Lionheart School","private","n/a","Alpharetta","225 Roswell Street, Alpharetta, GA  30009","(770) 772-4555","","","34.069443","-84.30018","http://www.greatschools.org/georgia/alpharetta/6767-The-Lionheart-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6767&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6767&s_cid=gsapi"
"1012","Webb Bridge Middle School","public","6-8","Alpharetta","4455 Webb Bridge Rd, Alpharetta, GA  30005","(770) 667-2940","(770) 667-2948","","34.06841","-84.23126","http://www.greatschools.org/georgia/alpharetta/1012-Webb-Bridge-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1012&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1012&s_cid=gsapi"
"103","Adamsville Elementary School","public","PK-5","Atlanta","286 Wilson Mill Rd Sw, Atlanta, GA  30331","(404) 802-4300","(404) 696-1661","http://www.apskids.org/adamsville/","33.75495","-84.513725","http://www.greatschools.org/georgia/atlanta/103-Adamsville-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=103&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=103&s_cid=gsapi"
"8476","Adamsville Primary School","public","PK-2","Atlanta","286 Wilson Mill Rd Sw, Atlanta, GA  30331","(404) 802-4300","","","33.75495","-84.513725","http://www.greatschools.org/georgia/atlanta/8476-Adamsville-Primary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=8476&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=8476&s_cid=gsapi"
"8467","Ambassadors World Arts & Languages Academy, International","private","PK-3","Atlanta","4105 Briarcliff Road, NE, Atlanta, GA  30345","(678) 796-8917","","www.AWALAAcademy.com","33.855194","-84.28013","http://www.greatschools.org/georgia/atlanta/8467-Ambassadors-World-Arts-&-Languages-Academy,-International/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=8467&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=8467&s_cid=gsapi"
"6218","Amit Gar'inim School","private","K-5","Atlanta","6255 Barfield Rd Ste 100, Atlanta, GA  30328","(404) 961-9966","(404) 961-9966","http://www.amitatlanta.org","33.92616","-84.35986","http://www.greatschools.org/georgia/atlanta/6218-Amit-Gar'inim-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6218&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6218&s_cid=gsapi"
"6737","Angels Academy, LLC DBA Angels Academy of Atlanta","private","PK-1","Atlanta","5845 Campbellton Road SW, Atlanta, GA  30331","(404) 344-2444","(404) 344-2466","http://www.angelsacademies.com","33.699245","-84.57742","http://www.greatschools.org/georgia/atlanta/6737-Angels-Academy,-LLC-DBA-Angels-Academy-Of-Atlanta/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6737&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6737&s_cid=gsapi"
"6656","Annunciation Day School","private","PK-6","Atlanta","2500 Clairmont Road, Atlanta, GA  30329","(404) 565-2850","(404) 633-6018","http://annunciationdayschool.org/","33.828392","-84.30829","http://www.greatschools.org/georgia/atlanta/6656-Annunciation-Day-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6656&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6656&s_cid=gsapi"
"2653","Aps-Forrest Hills Academey","public","6-11","Atlanta","2930 Forrest Hills Dr Sw, Atlanta, GA  30315","(404) 591-7275","(404) 792-5998","","33.674713","-84.39931","http://www.greatschools.org/georgia/atlanta/2653-Aps-Forrest-Hills-Academey/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2653&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2653&s_cid=gsapi"
"778","Ashford Park Elementary School","public","PK-5","Atlanta","2968 Cravenridge Dr NE, Atlanta, GA  30319","(678) 676-6702","(678) 676-6710","http://www.dekalb.k12.ga.us/ashfordpark/","33.874336","-84.322014","http://www.greatschools.org/georgia/atlanta/778-Ashford-Park-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=778&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=778&s_cid=gsapi"
"3703","Atlanta Charter Middle School","charter","6-8","Atlanta","820 Essie Ave Se, Atlanta, GA  30316","(678) 904-0051","(404) 624-9907","http://www.atlantachartermiddle.com/","33.73246","-84.35485","http://www.greatschools.org/georgia/atlanta/3703-Atlanta-Charter-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3703&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3703&s_cid=gsapi"
"8627","Atlanta Classical Academy","charter","K-9","Atlanta","3260 Northside Drive, Atlanta, GA  30305","(404) 369-3500","(404) 795-1049","http://www.atlantaclassical.org/","33.843502","-84.40787","http://www.greatschools.org/georgia/atlanta/8627-Atlanta-Classical-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=8627&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=8627&s_cid=gsapi"
"6773","Atlanta Country Day School","private","9-12","Atlanta","8725 Dunwoody Place, Atlanta, GA  30350","(770) 998-0311","","","33.996086","-84.34872","http://www.greatschools.org/georgia/atlanta/6773-Atlanta-Country-Day-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6773&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6773&s_cid=gsapi"
"2939","Atlanta Girls School","private","6-12","Atlanta","3254 Northside Parkway, Atlanta, GA  30327","(404) 845-0900","","http://www.atlantagirlsschool.org","33.843323","-84.42493","http://www.greatschools.org/georgia/atlanta/2939-Atlanta-Girls-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2939&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2939&s_cid=gsapi"
"6537","Atlanta Heights Charter School","charter","K-8","Atlanta","3712 Martin Luther King Jr Dr SW, Atlanta, GA  30331","(404) 472-3003","(678) 264-2132","http://www.nhaschools.com/schools/atlantaheights/en/pages/default.aspx","33.76357","-84.50938","http://www.greatschools.org/georgia/atlanta/6537-Atlanta-Heights-Charter-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6537&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6537&s_cid=gsapi"
"2156","Atlanta International School","private","PK-12","Atlanta","2890 N Fulton Drive Northeast, Atlanta, GA  30305","(404) 841-3840","(404) 841-3873","www.aischool.org","33.83335","-84.37923","http://www.greatschools.org/georgia/atlanta/2156-Atlanta-International-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2156&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2156&s_cid=gsapi"
"2572","Atlanta Montessori Academy","private","PK-4","Atlanta","3716 Main Street, Atlanta, GA  30337","(404) 768-5700","","","33.653847","-84.44873","http://www.greatschools.org/georgia/atlanta/2572-Atlanta-Montessori-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2572&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2572&s_cid=gsapi"
"6221","Atlanta Montessori International School","private","PK-9","Atlanta","1970 Cliff Valley Way , Atlanta, GA  30329","(404) 325-6777","","http://www.amischool.com/schedule-a-tour/","33.8342","-84.323654","http://www.greatschools.org/georgia/atlanta/6221-Atlanta-Montessori-International-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6221&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6221&s_cid=gsapi"
"2258","Atlanta New Century School","private","PK-6","Atlanta","120 Ralph McGill Boulevard, Atlanta, GA  30308","(404) 525-1909","","http://www.ancs.us","33.764908","-84.383484","http://www.greatschools.org/georgia/atlanta/2258-Atlanta-New-Century-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2258&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2258&s_cid=gsapi"
