place_id,zipcode,property_type,apartment_name,latitude,longitude,website_url,property_address,map_url,phone
ChIJ0ULcmIoL9YgRgRwa739OLWg,30328,apartment_complex,Spalding Crossing Apartments,33.958726,-84.353809,http://www.liveatspaldingcrossing.com/,"1000 Spalding Dr, Atlanta, GA 30350, USA",https://maps.google.com/?cid=7506742465275763841,(844) 727-2693
ChIJ1yE_UWYJ9YgRPVkQxK-9Slg,30328,apartment_complex,Savannah at Park Place Apartment Homes,33.9252781,-84.3324278,http://www.savannahparkplace.com/,"31 Perimeter Center E, Atlanta, GA 30346, USA",https://maps.google.com/?cid=6362105986220579133,(844) 341-6615
ChIJWygePuIL9YgRQ-m8XytimhU,30328,apartment_complex,The Point at Perimeter Apartments,33.9350888,-84.3413168,http://www.pointatperimeter-apts.com/,"100 Ashford Gables Dr, Dunwoody, GA 30338, USA",https://maps.google.com/?cid=1556664559639259459,(770) 392-9709
ChIJU1kUKVoJ9YgRB5yYSb5DKBM,30328,apartment_complex,Flats at Perimeter Place,33.9287964,-84.3423011,http://flatsatperimeterplaceapts.com/,"60 Perimeter Center Pl, Atlanta, GA 30346, USA",https://maps.google.com/?cid=1380427770346642439,(770) 779-0982
ChIJ5YknlW0M9YgRT3Oka9cmBHw,30328,apartment_complex,Edgewater At Sandy Springs Apartments,33.964401,-84.3754398,http://www.edgewatersandyspringsapts.com/,"7600 Roswell Rd, Atlanta, GA 30350, USA",https://maps.google.com/?cid=8936310267275670351,(844) 843-7583
ChIJqTY1k3MM9YgRk_uEy1w9eMc,30328,apartment_complex,The Marquis Perimeter Center,33.9613577,-84.3590197,http://www.mqperimetercenter.com/,"57 Trowbridge Lake Dr, Atlanta, GA 30350, USA",https://maps.google.com/?cid=14373305679513713555,(770) 609-4473
ChIJW89rg-0O9YgR0M_lvzaIzug,30328,apartment_complex,Sierra Place,33.9114732,-84.3847656,http://www.sierraplace-apartments.com/,"66 Northwood Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=16775495430730797008,(404) 255-9219
ChIJDy-09SMG9YgRd_OqU2zpN98,30329,apartment_complex,Stone Creek at Druid Hills Apartment Homes,33.8380167,-84.3278027,http://mystonecreekapartments.com/,"1590 Northeast Expy, Atlanta, GA 30329, USA",https://maps.google.com/?cid=16084581245646467959,(866) 634-6243
ChIJ_____zsG9YgRX6lCgVSK2oA,30329,apartment_complex,Prelude at Clairmont Apartments,33.84163,-84.317415,http://www.preludeatclairmont-apts.com/,"2924 Clairmont Rd, Atlanta, GA 30329, USA",https://maps.google.com/?cid=9284885677328214367,(404) 975-1204
ChIJjWWNUjoG9YgRJ1Rmz-ZYpT8,30329,apartment_complex,Briarcliff Apartments,33.8303031,-84.3253133,http://www.thebriarcliffapts.com/,"7000 Briarcliff Gables Cir NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=4586169543892030503,(404) 325-0321
ChIJSV9tUUwG9YgRsrL0aEx5jTo,30329,apartment_complex,Calibre Woods,33.8152886,-84.31689,http://www.calibrewoods.com/,"2075 Lavista Rd, Atlanta, GA 30329, USA",https://maps.google.com/?cid=4219161795001365170,(404) 634-4259
ChIJLXidPjQG9YgRfvwfVWHnsVU,30329,apartment_complex,Viera Briarcliff,33.825957,-84.3163989,http://www.vierabriarcliffapts.com/,"2696 N Druid Hills Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=6174970969327664254,(404) 448-1803
ChIJjSdS3rQH9YgR0GD4IyzFIPs,30329,apartment_complex,Kenco Apartment Communities,33.8194246,-84.3116798,http://www.kencoapartments.com/,"2284 Lavista Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=18095680096147366096,(404) 633-3468
ChIJtRepayoG9YgRU30mw28fKeE,30329,apartment_complex,Encore at Clairmont Apartments,33.842567,-84.3174436,http://www.encoreatclairmont-apts.com/,"1000 Barone Ave, Atlanta, GA 30329, USA",https://maps.google.com/?cid=16224533697454832979,(404) 445-1462
ChIJyQbtDTAG9YgRZdYYKW5SWpQ,30329,apartment_complex,Marquis at Briarcliff,33.8319443,-84.3214365,http://www.mqbriarcliff.com/,"1000 Gables Way NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=10689947298606667365,(678) 666-0909
ChIJsRe5XEIG9YgRe-hoXw3_tFM,30329,apartment_complex,Post Briarcliff,33.8152874,-84.3319085,http://www.postproperties.com/GA/Atlanta/Emory/Post-Briarcliff,"500 Briarvista Way NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=6031726233856305275,(404) 235-3477
ChIJ7aI0m9QH9YgRxiGckNNu9Ak,30329,apartment_complex,Audubon Briarcliff Apartments,33.8382809,-84.309303,http://www.audubonbriarcliff.com/,"3120 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=717320095602057670,(404) 321-6566
ChIJIZQLKGoG9YgRKbEH2xAbUu0,30329,apartment_complex,Hampton Hall Apartments,33.818406,-84.3339821,http://www.kencoapartments.com/,"2217 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=17100760494287335721,(404) 634-7780
ChIJV5Wf0mgG9YgRmit_ie4TxqQ,30329,apartment_complex,Sloan Square Apartments,33.813791,-84.337529,http://sloansquareliving.com/,"1555 Lavista Rd, Atlanta, GA 30329, USA",https://maps.google.com/?cid=11873199382838848410,(404) 320-0439
ChIJYzx1rS0G9YgRDf4abUG7BZY,30329,apartment_complex,Villas On Briarcliff,33.835804,-84.31537,http://www.villasonbriarcliff.com/,"1831 Briarcliff Circle, NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=10810252370250497549,(404) 634-6415
ChIJM3idPjQG9YgRGgMGYOsXhsE,30329,apartment_complex,Viera Briarcliff Apartment Homes,33.82225,-84.316397,http://www.vierabriarcliffatlanta.com/,"2696 N Druid Hills Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=13944859595895079706,(404) 633-8258
ChIJAbvZjBkG9YgRrfe24yfNoys,30329,apartment_complex,The Marq at Brookhaven,33.835736,-84.337919,http://www.marqbrookhaven.com/,"50 Lincoln Ct Ave NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=3144582536042575789,(404) 969-6914
ChIJATqOpFgG9YgRK2_eyZI1qjU,30329,apartment_complex,Gables Emory Point,33.8019505,-84.3278053,http://www.gables.com/emorypoint,"855 Emory Point Dr, Atlanta, GA 30329, USA",https://maps.google.com/?cid=3866962134619287339,(404) 486-0671
ChIJB8TKDWcG9YgRFb5zVMPFunE,30329,apartment_complex,The Atlantic Briarcliff Apartment Homes,33.809435,-84.333717,http://www.atlanticbriarcliffliving.com/,"1901 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=8195079914680204821,(404) 320-1953
ChIJc5-eQywG9YgRZ8kcLMDCC8k,30329,apartment_complex,Camden St. Clair Apartments,33.8379468,-84.3149166,https://www.camdenliving.com/atlanta-ga-apartments/camden-st-clair,"3000 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=14486886756996925799,(404) 327-9555
ChIJbZJlb5wI9YgR9e--MYpHi80,30329,apartment_complex,The Terraces at Brookhaven,33.8494186,-84.3261346,http://www.theterracesatbrookhaven.com/,"3510 Buford Hwy NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=14811010458403663861,(800) 773-2818
ChIJz8w6MGoG9YgRDRiFURwaLns,30329,apartment_complex,Briar Patch Apartments,33.8173195,-84.3357298,,"2182 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=8876060624522909709,(404) 633-2680
ChIJ8QQ4pnME9YgRuWWISbxlSpo,30332,apartment_complex,The Prato at Midtown Apartments,33.7655996,-84.378064,http://www.thepratoatmidtown-apts.com/,"400 Central Park Pl NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=11117810489479423417,(404) 800-1485
ChIJD0Z-VG4E9YgRaEh0O7-_CGg,30332,apartment_complex,131 Ponce de Leon,33.7718284,-84.3826496,http://www.live131ponce.com/,"131 Ponce De Leon Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=7496452407815325800,(855) 766-2313
ChIJucyj5G4E9YgRKbzrbsQTSRc,30332,apartment_complex,Alexander on Ponce Apartments,33.7730415,-84.3829523,http://www.alexanderonponce.com/,"144 Ponce De Leon Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=1677894070567681065,(404) 815-8020
ChIJ1yj7vW0E9YgRtbwUb-PwJTY,30332,apartment_complex,251 North Apartment Homes,33.7702499,-84.3781535,http://www.251northapartments.com/,"300 Cityline Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=3901789511798275253,(404) 881-6699
ChIJn1b6XW4E9YgR50q8c90fnZc,30332,apartment_complex,Ivy Hall Apartments,33.771607,-84.381321,http://www.ivyhallapts.com/,"625 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=10924923307060644583,(404) 685-1661
ChIJd3BEXW4E9YgRETdcWQdXtxw,30332,apartment_complex,Atlanta Apartment Finders - RentalsGoneWild.com,33.7715415,-84.3813426,http://www.rentalsgonewild.com/,"625 Piedmont Ave NE #2029, Atlanta, GA 30308, USA",https://maps.google.com/?cid=2069218242875635473,(404) 921-2519
ChIJo0YKQ28E9YgRGLjQjVGmGlQ,30332,apartment_complex,Solace on Peachtree,33.774154,-84.385172,http://www.solaceonpeachtree.com/,"710 Peachtree St NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=6060339117782251544,(404) 828-0910
ChIJeVwPTGwE9YgRVoLQt21YZ7Y,30332,apartment_complex,Camden Midtown Atlanta Apartments,33.7722325,-84.3787777,https://www.camdenliving.com/atlanta-ga-apartments/camden-midtown-atlanta,"265 Ponce De Leon Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=13143571265762656854,(404) 347-9200
ChIJE-xewnEE9YgR5fc5P36zMa4,30332,apartment_complex,The Waterford on Piedmont,33.769038,-84.382238,http://www.thewaterfordonpiedmont.com/,"530 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=12552010991266297829,(404) 870-9992
ChIJEz8P2G0E9YgR904FTfStLo8,30332,apartment_complex,Savannah Midtown Apartments,33.7703044,-84.3801603,http://savannahmidtownapts.com/,"215 North Avenue NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=10317375061128204023,(404) 874-5252
ChIJr7zKzGcE9YgRruPzIkImKgc,30332,apartment_complex,Biltmore at Midtown Apartments,33.7779206,-84.3867063,http://www.biltmoreatmidtown-apts.com/,"855 West Peachtree St NW, Atlanta, GA 30308, USA",https://maps.google.com/?cid=516267172783449006,(404) 888-0822
ChIJla4DuXwE9YgR3yCtvTqd2WA,30332,apartment_complex,Centennial Place Apartments,33.7687309,-84.3923833,http://centennialplaceapartments.com/,"526 Centennial Olympic Park Dr NW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=6978781973203198175,(844) 315-8084
