"place_id","zipcode","place_type","place_name","latitude","longitude","website_url","property_address","map_url","phone"
"ChIJr3fZBSoE9YgRMa6HHVnPCYs","30324","church","Haygood Memorial United Methodist Church","33.7966143","-84.3539298","http://www.haygoodumc.org/","1015 E Rock Springs Rd NE, Atlanta, GA 30306, USA","https://maps.google.com/?cid=10018766827716849201","(404) 872-9613"
"ChIJoWefGSoE9YgR3yhz4F18448","30324","church","Haygood United Methodist Church","33.7965216","-84.35392879999999","http://haygoodumc.org/","975 E Rock Springs Rd NE, Atlanta, GA 30306, USA","https://maps.google.com/?cid=10368267509776459999","(404) 853-4704"
"ChIJ29psF68F9YgR9GpQZRYtodk","30324","church","ChristChurch Presbyterian","33.8016879","-84.39308899999999","http://christchurchatlanta.org/","1740 Peachtree St NE, Atlanta, GA 30309, USA","https://maps.google.com/?cid=15681864951693077236","(404) 605-0505"
"ChIJRWUh7G8E9YgRlcXk0UIRbDE","30324","church","North Avenue Presbyterian Church","33.7709966","-84.38455159999999","http://www.northavenuepres.org/","607 Peachtree St NE, Atlanta, GA 30308, USA","https://maps.google.com/?cid=3561240384030164373","(404) 875-0431"
"ChIJkVMNzZkF9YgRuz8BOLjlUfk","30324","church","Cathedral of Christ the King","33.8279482","-84.38677749999999","http://www.cathedralofchristtheking.org/","2699 Peachtree Rd, Atlanta, GA 30305, USA","https://maps.google.com/?cid=17965392967933968315","(404) 233-2145"
"ChIJv__sRkEG9YgR89IyJV0wAvk","30324","church","St Bartholomew's Episcopal Church","33.8175739","-84.32861919999999","http://www.stbartsatlanta.org/","1790 Lavista Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=17942957042011656947","(404) 634-3336"
"ChIJN-2FDmUE9YgRFEc0sHDn8O4","30324","church","All Saints' Episcopal Church","33.7714596","-84.3876138","https://allsaintsatlanta.org/","634 West Peachtree St NW, Atlanta, GA 30308, USA","https://maps.google.com/?cid=17217515846615975700","(404) 881-0835"
"ChIJ3eTtX5cF9YgRxfdW1uPEywQ","30324","church","Second-Ponce de Leon Baptist Church","33.8292732","-84.3857958","http://www.spdl.org/","2715 Peachtree Rd, Atlanta, GA 30305, USA","https://maps.google.com/?cid=345586279256618949","(404) 266-8111"
"ChIJT6QvXScE9YgRUdxczB5DLxQ","30324","church","Grace Lutheran Church","33.7862297","-84.35475099999999","http://www.gracemidtown.com/","1155 North Highland Avenue Northeast, Atlanta, GA 30306, USA","https://maps.google.com/?cid=1454455004220677201","(404) 875-5411"
"ChIJNTsvdqQI9YgRddWPFwih_d0","30324","church","Brookhaven United Methodist Church","33.8526491","-84.33872199999999","http://www.brookhaven.church/","1366 N Druid Hills Rd, Atlanta, GA 30319, USA","https://maps.google.com/?cid=15996118507616982389","(404) 237-7506"
"ChIJAyUQ4u8G9YgRsmqJq2tmAP0","30322","church","Glenn Memorial United Methodist Church","33.78882370000001","-84.3233875","http://www.glennumc.org/","1660 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=18230683904221211314","(404) 634-3936"
"ChIJ77t95O8G9YgRHQksiBAEF1Q","30322","church","Offices of Glenn Memorial UMC","33.7888025","-84.32340069999999","http://www.glennumc.org","1660 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=6059316292700866845","(404) 634-3936"
"ChIJmXSFw-0G9YgRVB6N_nvL6cY","30322","church","Chabad House at Emory University","33.7879885","-84.3282066","http://chabademory.org/","1526 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=14333211022495391316","(404) 441-3199"
"ChIJHRU8y_0G9YgRu3JEWzCxxYk","30322","church","Emory Presbyterian Church","33.7928812","-84.31459269999999","http://emorypresbyterian.org/","1886 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=9927535774855885499","(404) 325-4551"
"ChIJabOKtf0G9YgRDQSRXDlHmx0","30322","place_of_worship","The Well","33.7926996","-84.3145109","http://thewellatl.org/","1886 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=2133377160181777421","(404) 451-4677"
"ChIJdw7QNvsG9YgRnHYj5bf0-SE","30322","church","Emory University Catholic Center","33.7891674","-84.3190225","http://www.emorycatholic.org/","1753 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=2448256943113074332","(404) 636-7237"
"ChIJbXD2j04G9YgRGO3lkoqZeGw","30322","church","Intown Community Church","33.81466350000001","-84.31793879999999","http://www.intown.org/","2059 Lavista Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=7816165973750574360","(404) 633-8077"
"ChIJjY2TIUQG9YgRKxgZle0lutA","30322","synagogue","Congregation Beth Jacob","33.8159782","-84.32591549999999","http://www.bethjacobatlanta.org/","1855 Lavista Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=15040375607896119339","(404) 633-0551"
"ChIJ4UrcwdIH9YgRofgjLWT3QH0","30322","synagogue","Congregation Bet Haverim","33.8160141","-84.3174772","http://www.congregationbethaverim.org/","2074 Lavista Rd, Atlanta, GA 30329, USA","https://maps.google.com/?cid=9025485662876596385","(404) 315-6446"
"ChIJVTuz07gG9YgRfHVnvk2Csr0","30322","church","Veritas Church","33.79025519999999","-84.3025236","http://veritaschurch.com/","2193 N Decatur Rd, Decatur, GA 30033, USA","https://maps.google.com/?cid=13669131089441420668","(404) 370-3977"
"ChIJv__sRkEG9YgR89IyJV0wAvk","30322","church","St Bartholomew's Episcopal Church","33.8175739","-84.32861919999999","http://www.stbartsatlanta.org/","1790 Lavista Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=17942957042011656947","(404) 634-3336"
"ChIJEfy7pIQG9YgRw_Gakl5qm2M","30322","synagogue","Congregation Shearith Israel","33.79116349999999","-84.34844529999999","http://shearithisrael.com/","1180 University Dr NE, Atlanta, GA 30306, USA","https://maps.google.com/?cid=7177447385564115395","(404) 873-1743"
"ChIJ7UStNbIH9YgR321UVygNjc0","30322","school","Clairmont Presbyterian Church","33.8132716","-84.3080556","http://www.clairmontpres.org/","1994 Clairmont Rd, Decatur, GA 30033, USA","https://maps.google.com/?cid=14811509216406433247","(404) 634-3355"
"ChIJr3fZBSoE9YgRMa6HHVnPCYs","30322","church","Haygood Memorial United Methodist Church","33.7966143","-84.3539298","http://www.haygoodumc.org/","1015 E Rock Springs Rd NE, Atlanta, GA 30306, USA","https://maps.google.com/?cid=10018766827716849201","(404) 872-9613"
"ChIJoWefGSoE9YgR3yhz4F18448","30322","church","Haygood United Methodist Church","33.7965216","-84.35392879999999","http://haygoodumc.org/","975 E Rock Springs Rd NE, Atlanta, GA 30306, USA","https://maps.google.com/?cid=10368267509776459999","(404) 853-4704"
"ChIJiz5C87wG9YgR3YL5WLSsY7M","30322","church","St. Johns Lutheran Church","33.7757113","-84.34075519999999","http://www.stjohnsatlanta.org/","1410 Ponce De Leon Ave NE, Atlanta, GA 30307, USA","https://maps.google.com/?cid=12926365246070293213","(404) 378-4243"
"ChIJBUYTRLwG9YgROde8lplCgjc","30322","church","The Church of Jesus Christ of Latter-day Saints","33.7751409","-84.3396224","https://www.lds.org/locations?lang=eng","1450 Ponce De Leon Ave NE, Atlanta, GA 30307, USA","https://maps.google.com/?cid=3999832646484809529","(404) 373-2663"
"ChIJCTWUrSkE9YgRNeBzpNH-z8E","30322","church","Morningside Presbyterian Church","33.7934695","-84.3562479","http://www.morningsidepc.org/","1411 N Morningside Dr NE, Atlanta, GA 30306, USA","https://maps.google.com/?cid=13965661145859874869","(404) 876-7396"
"ChIJVyQ710vq9IgR7bkPNuAbRsQ","30322","point_of_interest","The Gathering Place","33.3838196","-84.56916029999999","http://www.peachtree-city.org/index.aspx?NID=865","203 McIntosh Trail, Peachtree City, GA 30269, USA","https://maps.google.com/?cid=14143022329597245933","(770) 631-2553"
"ChIJRbUxQSIH9YgRG9kCcPIRvQI","30322","church","Gentle Spirit Christian Church Office","33.7753251","-84.3052548","http://gentlespirit.org/","601 W Ponce de Leon Ave, Decatur, GA 30030, USA","https://maps.google.com/?cid=197333691633162523","(404) 604-8124"
"ChIJOQomk-ep9YgR0e7H_bF0fbY","30002","church","First Baptist Church Avondale Estates","33.7740776","-84.2607807","http://www.afbc.com/","47 Covington Rd, Avondale Estates, GA 30002, USA","https://maps.google.com/?cid=13149794794807488209","(404) 294-5285"
"ChIJ5w1Oe8ap9YgRetTxiiob7SY","30002","church","Kingdom Hall of Jehovah's Witnesses","33.7822216","-84.25353869999999","http://www.jw.org/","3346 Rockbridge Rd SW, Avondale Estates, GA 30002, USA","https://maps.google.com/?cid=2804928012455367802","(404) 297-9443"
"ChIJ_eoWKuip9YgR4AfygK_neq4","30002","church","Avondale Pattillo UMC","33.77414879999999","-84.25692909999999","http://avondalepattilloumc.org/","3260 Covington Hwy, Decatur, GA 30032, USA","https://maps.google.com/?cid=12572616050726799328","(404) 294-4063"
"ChIJ_6etZ1UH9YgRcrmzko8Ogxs","30002","church","Spirit and Truth Sanctuary","33.75471069999999","-84.27078589999999","http://www.mytruthsanctuary.com/","2915 Midway Rd, Decatur, GA 30030, USA","https://maps.google.com/?cid=1982444270777514354","(404) 243-5020"
"ChIJC4FAn08H9YgR-ltdZY6ZKJQ","30002","place_of_worship","Columbia Theological Seminary","33.7638177","-84.28164029999999","http://www.ctsnet.edu/","701 S Columbia Dr, Decatur, GA 30030, USA","https://maps.google.com/?cid=10675951753546783738","(404) 378-8821"
"ChIJEwiGXhUH9YgRLjyLo8tk-NY","30002","church","Decatur First United Methodist Church","33.7766664","-84.2922092","http://www.decaturfirst.org/","300 E Ponce de Leon Ave, Decatur, GA 30030, USA","https://maps.google.com/?cid=15490241744125770798","(404) 378-4541"
"ChIJs8XBeIap9YgRfIlPdej8rtQ","30002","church","Total Grace Christian Center Inc","33.88828399999999","-84.22749259999999","http://www.totalgrace.org/","3434 Pleasantdale Rd, Atlanta, GA 30340, USA","https://maps.google.com/?cid=15325464657319135612","(404) 289-2229"
"ChIJ0bDbX3EH9YgRVGe0WSybpSQ","30002","church","North Decatur United Methodist Church","33.791617","-84.2849449","http://www.ndumc.org/","1523 Church St, Decatur, GA 30030, USA","https://maps.google.com/?cid=2640687371308525396","(404) 373-3367"
"ChIJeVSQWxYH9YgRkRpZZJfqBeQ","30002","church","First Baptist Church","33.7788269","-84.29748420000001","http://fbcdecatur.com/","308 Clairemont Ave, Decatur, GA 30030, USA","https://maps.google.com/?cid=16430796751475645073","(404) 373-1653"
"ChIJD1-rMEAH9YgRXCemXr-jkzU","30002","church","Holy Trinity Parish Episcopal Church","33.7753913","-84.28896770000001","http://www.holytrinitydecatur.org/","515 E Ponce de Leon Ave, Decatur, GA 30030, USA","https://maps.google.com/?cid=3860609347908675420","(404) 377-2622"
"ChIJCfTINnIH9YgRWTlACAx4QU4","30002","place_of_worship","Shambhala Meditation Center","33.78962139999999","-84.2869529","http://atlanta.shambhala.org/","1447 Church St, Decatur, GA 30030, USA","https://maps.google.com/?cid=5638920201517939033","(404) 370-9650"
"ChIJIXt6J7YA9YgRYdaGeA_q-Jg","30002","church","Saint Philip AME Church","33.7464937","-84.2910266","http://www.saintphilip.org/","240 Candler Rd SE, Atlanta, GA 30317, USA","https://maps.google.com/?cid=11022817440156800609","(404) 371-0749"
"ChIJbzp86nQH9YgRHquYo2N4Y6Q","30002","church","North Decatur Presbyterian Church","33.79449179999999","-84.2896581","http://ndpc.org/","611 Medlock Rd, Decatur, GA 30033, USA","https://maps.google.com/?cid=11845443814256323358","(404) 636-1429"
"ChIJdRfvBhOq9YgRAbkQc91VTrg","30002","church","Holy Cross Episcopal Church","33.73271700000001","-84.25641499999999","http://www.holy-cross.org/","2005 S Columbia Pl, Decatur, GA 30032, USA","https://maps.google.com/?cid=13280646760768780545","(404) 284-1211"
"ChIJOfnnByUH9YgR9xgg_H8oLS0","30002","church","Resonate Atlanta Church","33.76806250000001","-84.3042662","http://www.resonateatlanta.org/","533 W Howard Ave, Decatur, GA 30030, USA","https://maps.google.com/?cid=3255302635814656247","(678) 607-6076"
"ChIJRbUxQSIH9YgRG9kCcPIRvQI","30002","church","Gentle Spirit Christian Church Office","33.7753251","-84.3052548","http://gentlespirit.org/","601 W Ponce de Leon Ave, Decatur, GA 30030, USA","https://maps.google.com/?cid=197333691633162523","(404) 604-8124"
"ChIJSwCkgS4H9YgROTHZ6Ws001c","30002","church","Trinity Anglican Mission","33.76041180000001","-84.3047466","http://trinityanglicanmission.org/","630 East Lake Dr, Decatur, GA 30030, USA","https://maps.google.com/?cid=6328459539475149113","(404) 367-6500"
"ChIJWxIp4SUH9YgRhDhFlYOCpgU","30002","place_of_worship","Atlanta Friends Meeting","33.7672997","-84.3064936","http://atlanta.quaker.org/","701 W Howard Ave, Decatur, GA 30030, USA","https://maps.google.com/?cid=407156317980276868","(404) 377-2474"
"ChIJPb3P8y2q9YgRBedjOAsuI0g","30002","church","The Covenant Church","33.74233","-84.231464","http://www.thecovenantatl.org/","1700 Corey Blvd, Decatur, GA 30032, USA","https://maps.google.com/?cid=5198049020641273605","(404) 289-8960"
"ChIJkWuWWc4A9YgReY6jJwzES5g","30002","church","Ikon community church","33.7468722","-84.2992234","http://ikoncommunitychurch.org/","241 Daniel Ave SE, Atlanta, GA 30317, USA","https://maps.google.com/?cid=10974080473502027385",""
"ChIJ0URmvLAO9YgRJcGsEevO_HE","30328","church","Lutheran Church-The Apostles","33.91986","-84.363865","http://www.apostlessandysprings.org/","6025 Glenridge Dr, Atlanta, GA 30328, USA","https://maps.google.com/?cid=8213667329426112805","(404) 255-8668"
"ChIJk6MPM6MO9YgR809qiWmj0iA","30328","church","Mount Vernon Presbyterian Church","33.9241479","-84.37166719999999","http://www.mvpchurch.org/","471 Mt Vernon Hwy, Atlanta, GA 30328, USA","https://maps.google.com/?cid=2365132427995271155","(404) 255-2211"
"ChIJC1HStCEM9YgRC8dX1pO6CVI","30328","synagogue","Congregation Or Hadash","33.9594575","-84.36199069999999","http://www.or-hadash.org/","7460 Trowbridge Rd, Sandy Springs, GA 30328, USA","https://maps.google.com/?cid=5911461130019522315","(404) 250-3338"
"ChIJMaMjS_gD9YgRNWU705AlDy4","30328","place_of_worship","Kadampa Meditation Center Georgia","33.75463800000001","-84.363213","http://meditationingeorgia.org/","741 Edgewood Ave NE, Atlanta, GA 30307, USA","https://maps.google.com/?cid=3318912754344748341","(678) 453-6753"
"ChIJv4umjpcO9YgRuAhJpRCJrsY","30328","synagogue","Congregation B'nai Torah","33.9292647","-84.36304629999999","http://www.bnaitorah.org/","700 Mount Vernon Hwy NE, Atlanta, GA 30328, USA","https://maps.google.com/?cid=14316530970042894520","(404) 257-0537"
"ChIJYaTGGqkO9YgRyUIb_Np6w5U","30328","church","Atlanta Georgia Temple - The Church of Jesus Christ of Latter-day Saints","33.9317841","-84.3624633","http://lds.org/church/temples/atlanta-georgia?lang=eng","6450 Barfield Rd NE, Sandy Springs, GA 30328, USA","https://maps.google.com/?cid=10791604213060944585","(770) 393-3698"
"ChIJR6to9aUO9YgRoOehnIE4NBc","30328","church","First Baptist Church of Sandy Springs","33.928552","-84.3649355","http://go-fbcss.org/","650 Mount Vernon Hwy NE, Sandy Springs, GA 30328, USA","https://maps.google.com/?cid=1672023490991089568","(404) 257-1143"
"ChIJffQYhRQEK4cRzKJYUf5ZNi4","30328","church","The Foundation of the World Church","33.9257859","-84.3521306","http://www.thefoundedworld.org/","6280 Peachtree Dunwoody Rd #1, Atlanta, GA 30328, USA","https://maps.google.com/?cid=3329947923308389068","(678) 744-5058"
"ChIJ0WktOO-e4RQRHrCJ-kj5wVE","30328","church","Sandy Springs Community Church","33.92647039999999","-84.3821416","http://sandyspringscommunitychurch.com","200 Johnson Ferry Rd, Sandy Springs, GA 30328, USA","https://maps.google.com/?cid=5891263879413608478","(404) 497-1691"
"ChIJtbNYzyEM9YgRVccJtc69eCs","30328","church","U Hope Ministry","33.9420594","-84.3739635","","6800 Roswell Rd, Atlanta, GA 30328, USA","https://maps.google.com/?cid=3132462236334409557","(404) 228-5798"
"ChIJIV2YRg4M9YgRFuTsP1IWgkU","30328","church","St. Jude the Apostle Catholic Church","33.9502316","-84.3631101","http://stjudeatlanta.net/","7171 Glenridge Dr, Atlanta, GA 30328, USA","https://maps.google.com/?cid=5008590278105031702","(770) 394-3896"
"ChIJm6vsdP4L9YgRJJtI5lM493Q","30328","church","Sandy Springs United Methodist Church","33.92355229999999","-84.38419519999999","http://www.ssumc.org/","86 Mount Vernon Hwy, Atlanta, GA 30328, USA","https://maps.google.com/?cid=8428267160644131620","(404) 255-1181"
"ChIJKTUdgegO9YgRAK4ycoFQ6oc","30328","church","Church Of Scientology Atlanta","33.902929","-84.3780309","http://www.scientology-atlanta.org/","5395 Roswell Rd NE, Atlanta, GA 30342, USA","https://maps.google.com/?cid=9793728856567492096","(770) 394-4414"
"ChIJS7YO3TYO9YgRG4ho3-YYlsE","30328","church","Northwest Unitarian Universalist Congregation","33.9026436","-84.4205764","http://nwuuc.org/","1025 Mount Vernon Hwy, Atlanta, GA 30327, USA","https://maps.google.com/?cid=13949364275696404507","(770) 955-1408"
"ChIJUUFfSj8O9YgRq5DPSbVhVcs","30328","synagogue","Temple Sinai","33.910143","-84.41796599999999","http://www.templesinaiatlanta.org/","5645 Dupree Dr NW, Sandy Springs, GA 30327, USA","https://maps.google.com/?cid=14651724393975091371","(404) 252-3073"
"ChIJU6FgpHoM9YgRflmarq5_aQ0","30328","church","Morgan Falls Church","33.9692676","-84.36381519999999","http://www.northspringsumc.org/","Sandy Springs, GA 30350, USA","https://maps.google.com/?cid=966443983278070142",""
"ChIJAcGNbnAM9YgRgQWf6bt5Uwc","30328","church","North Springs United Methodist Church","33.9681186","-84.3629188","http://www.northspringsumc.org/","7770 Roswell Rd, Atlanta, GA 30350, USA","https://maps.google.com/?cid=527899429317838209","(770) 396-0844"
"ChIJUe96oicP9YgRjENueVnYtu8","30328","church","Church of the Atonement","33.8898525","-84.3666374","","4945 High Point Rd NE, Atlanta, GA 30342, USA","https://maps.google.com/?cid=17273231299627074444","(404) 252-3324"
"ChIJx9JUkioM9YgRb-788uUYToA","30328","church","Sandy Springs Christian Church","33.9360677","-84.3914391","http://www.sandyspringscc.org/","301 Johnson Ferry Rd, Sandy Springs, GA 30328, USA","https://maps.google.com/?cid=9245354460941446767","(404) 252-3950"
"ChIJodN1g5AL9YgRGxwp_X7yqUU","30328","church","North Atlanta Church of Christ","33.967606","-84.3403196","http://www.nacofc.org/","5676 Roberts Dr, Dunwoody, GA 30338, USA","https://maps.google.com/?cid=5019809886908259355","(770) 399-5222"
"ChIJG8OG_CQG9YgRdQcHzitL1ww","30329","church","Unitarian Universalist Congregation of Atlanta","33.83580899999999","-84.32558299999999","http://www.uuca.org/","1911 Cliff Valley Way NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=925290899960170357","(404) 634-5134"
"ChIJl69k8CUG9YgRtDQxdvRKa9c","30329","church","Spiritual Living Center of Atlanta","33.8386331","-84.3234128","http://www.slca.com/","1730 Northeast Expy NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=15522582954477958324","(404) 417-0008"
"ChIJBQidqTAG9YgROAwfWinMKOg","30329","church","Mt Calvary Baptist Church","33.8281308","-84.3233116","","1600 Mt Mariah Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=16728845293845417016","(404) 320-1900"
"ChIJ0xVEzicG9YgRwlOHIohRWGA","30329","mosque","Masjid Abu Bakr","33.842242","-84.3234779","http://abubakrmasjid.org/","1775 Briarwood Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=6942388470728315842","(404) 424-9997"
"ChIJZ46urWkG9YgR3aFcbQc9rZ0","30329","church","Peachtree Baptist Church","33.8151218","-84.33509769999999","http://www.pbcatl.org/","2108 Briarcliff Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=11361804537034482141","(404) 634-2463"
"ChIJbXD2j04G9YgRGO3lkoqZeGw","30329","church","Intown Community Church","33.81466350000001","-84.31793879999999","http://www.intown.org/","2059 Lavista Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=7816165973750574360","(404) 633-8077"
"ChIJ3Wlj2AGn9YgRAzNWbEfDB0Q","30329","church","Daystar Church","33.814562","-84.31789379999999","http://www.daystaratlanta.org/","2059 Lavista Rd, Atlanta, GA 30329, USA","https://maps.google.com/?cid=4902101430943757059","(770) 493-4809"
"ChIJvdI3vywG9YgRH9f6Gt6QZUw","30329","church","Briarcliff Baptist Church","33.8370076","-84.3138452","http://www.briarcliffbaptist.org/","3039 Briarcliff Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=5504965403140085535","(404) 633-6103"
"ChIJXw4Fnj0G9YgRU8214_a-OpY","30329","place_of_worship","City Of Light MCC Church","33.830415","-84.33221689999999","http://www.firstmcc.com/","1379 Tullie Cir NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=10825174621929983315","(404) 325-4143"
"ChIJpxX_LDAG9YgRX4WavpJRmAE","30329","church","Immaculate Heart of Mary","33.83275699999999","-84.32016089999999","http://www.ihmatlanta.org/","2855 Briarcliff Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=114931481202820447","(404) 636-1418"
"ChIJjemDDMwH9YgRWwSWegb7y78","30329","church","Alexios Metropolis","33.828452","-84.309009","http://www.atlmetropolis.org/","2480 Clairmont Rd, Atlanta, GA 30329, USA","https://maps.google.com/?cid=13820415886761526363","(404) 634-2600"
"ChIJjemDDMwH9YgR9NMCrUvebCk","30329","church","Greek Orthodox Metropolis of Atlanta","33.828452","-84.309009","http://atlmetropolis.org/","2480 Clairmont Rd, Atlanta, GA 30329, USA","https://maps.google.com/?cid=2985005069646353396","(404) 634-9345"
"ChIJB7BLM2EG9YgRn8HLMlxSosg","30329","synagogue","Shaarei Shamayim","33.8062341","-84.336716","http://www.shaareishamayim.com/","1810 Briarcliff Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=14457208309755396511","(404) 417-0472"
"ChIJE_exeTcG9YgRfLyi7_3r3OM","30329","church","First Alliance Church","33.8258498","-84.322367","http://www.facatl.org/","2512 N Druid Hills Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=16419257817365658748","(404) 634-1209"
"ChIJv__sRkEG9YgR89IyJV0wAvk","30329","church","St Bartholomew's Episcopal Church","33.8175739","-84.32861919999999","http://www.stbartsatlanta.org/","1790 Lavista Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=17942957042011656947","(404) 634-3336"
"ChIJjY2TIUQG9YgRKxgZle0lutA","30329","synagogue","Congregation Beth Jacob","33.8159782","-84.32591549999999","http://www.bethjacobatlanta.org/","1855 Lavista Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=15040375607896119339","(404) 633-0551"
"ChIJ4UrcwdIH9YgRofgjLWT3QH0","30329","synagogue","Congregation Bet Haverim","33.8160141","-84.3174772","http://www.congregationbethaverim.org/","2074 Lavista Rd, Atlanta, GA 30329, USA","https://maps.google.com/?cid=9025485662876596385","(404) 315-6446"
"ChIJZ7_yybcH9YgR-Qy3JMx8w9o","30329","synagogue","Young Israel of Toco Hills","33.81540369999999","-84.31898649999999","http://www.yith.org/","2056 Lavista Rd, Atlanta, GA 30329, USA","https://maps.google.com/?cid=15763580336958016761","(404) 315-1417"
"ChIJuzH-UjYG9YgROEEkE0S0O8o","30329","school","Still Waters United Methodist Church","33.82364449999999","-84.31779069999999","http://www.stillwatersumc.org/","2650 N Druid Hills Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=14572439223759290680","(404) 636-3005"
"ChIJK0BL29IH9YgRh152GLUVTsE","30329","church","Central Congregational United Church of Christ","33.83397379999999","-84.3131131","http://www.central-ucc.org/","2676 Clairmont Rd, Atlanta, GA 30329, USA","https://maps.google.com/?cid=13929094565047197319","(404) 633-4505"
"ChIJTyiiX24E9YgRhosPOAmjXe4","30332","church","St Paul's Presbyterian Church","33.77210910000001","-84.38208949999999","http://www.stpaulsatlanta.com/","163 Ponce De Leon Ave NE, Atlanta, GA 30308, USA","https://maps.google.com/?cid=17176063813851515782","(404) 593-0022"
"ChIJRWUh7G8E9YgRlcXk0UIRbDE","30332","church","North Avenue Presbyterian Church","33.7709966","-84.38455159999999","http://www.northavenuepres.org/","607 Peachtree St NE, Atlanta, GA 30308, USA","https://maps.google.com/?cid=3561240384030164373","(404) 875-0431"
"ChIJN-2FDmUE9YgRFEc0sHDn8O4","30332","church","All Saints' Episcopal Church","33.7714596","-84.3876138","https://allsaintsatlanta.org/","634 West Peachtree St NW, Atlanta, GA 30308, USA","https://maps.google.com/?cid=17217515846615975700","(404) 881-0835"
"ChIJpRx6xWgE9YgRrEP-H18e_rc","30332","church","Saint Mark United Methodist Church","33.7758853","-84.3842662","http://www.stmarkumc.org/","781 Peachtree St NE, Atlanta, GA 30308, USA","https://maps.google.com/?cid=13258067746932802476","(404) 873-2636"
